"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment","Number of people","Concentration"
"06","California","06065","Riverside","2007","25%","","463,041","Concentration: (not-detected)"
"06","California","06065","Riverside","2008","76%","","1,412,214","Concentration: (0-<=10)"
"06","California","06065","Riverside","2008","9%","","161,945","Concentration: (>10)"
"06","California","06065","Riverside","2008","15%","","275,062","Concentration: (not-detected)"
"06","California","06065","Riverside","2009","92%","","1,610,339","Concentration: (0-<=10)"
"06","California","06065","Riverside","2009","1%","","15,460","Concentration: (>10)"
"06","California","06065","Riverside","2009","7%","","118,798","Concentration: (not-detected)"
"06","California","06065","Riverside","2010","92%","","1,753,427","Concentration: (0-<=10)"
"06","California","06065","Riverside","2010","1%","","18,393","Concentration: (>10)"
"06","California","06065","Riverside","2010","7%","","127,681","Concentration: (not-detected)"
"06","California","06065","Riverside","2011","90%","","1,714,671","Concentration: (0-<=10)"
"06","California","06065","Riverside","2011","1%","","15,360","Concentration: (>10)"
"06","California","06065","Riverside","2011","9%","","168,016","Concentration: (not-detected)"
"06","California","06065","Riverside","2012","92%","","1,700,356","Concentration: (0-<=10)"
"06","California","06065","Riverside","2012","1%","","18,695","Concentration: (>10)"
"06","California","06065","Riverside","2012","7%","","127,581","Concentration: (not-detected)"
"06","California","06065","Riverside","2013","87%","","1,467,014","Concentration: (0-<=10)"
"06","California","06065","Riverside","2013","0%","","6,176","Concentration: (>10)"
"06","California","06065","Riverside","2013","13%","","220,839","Concentration: (not-detected)"
"06","California","06065","Riverside","2014","79%","","1,295,513","Concentration: (0-<=10)"
"06","California","06065","Riverside","2014","12%","","205,020","Concentration: (>10)"
"06","California","06065","Riverside","2014","9%","","146,868","Concentration: (not-detected)"
"06","California","06065","Riverside","2015","88%","","1,491,257","Concentration: (0-<=10)"
"06","California","06065","Riverside","2015","0%","","325","Concentration: (>10)"
"06","California","06065","Riverside","2015","12%","","201,187","Concentration: (not-detected)"
"06","California","06065","Riverside","2016","89%","","1,571,916","Concentration: (0-<=10)"
"06","California","06065","Riverside","2016","0%","","325","Concentration: (>10)"
"06","California","06065","Riverside","2016","11%","","203,291","Concentration: (not-detected)"
"06","California","06065","Riverside","2017","89%","","1,622,058","Concentration: (0-<=10)"
"06","California","06065","Riverside","2017","0%","","325","Concentration: (>10)"
"06","California","06065","Riverside","2017","11%","","194,141","Concentration: (not-detected)"
"06","California","06065","Riverside","2018","63%","","1,189,755","Concentration: (0-<=10)"
"06","California","06065","Riverside","2018","10%","","182,246","Concentration: (>10)"
"06","California","06065","Riverside","2018","27%","","518,028","Concentration: (not-detected)"
"06","California","06065","Riverside","2019","88%","","1,653,816","Concentration: (0-<=10)"
"06","California","06065","Riverside","2019","0%","","6,297","Concentration: (>10)"
"06","California","06065","Riverside","2019","12%","","222,738","Concentration: (not-detected)"
"06","California","06065","Riverside","2020","87%","","1,344,518","Concentration: (0-<=10)"
"06","California","06065","Riverside","2020","0%","","520","Concentration: (>10)"
"06","California","06065","Riverside","2020","13%","","205,118","Concentration: (not-detected)"
"06","California","06067","Sacramento","1999","15%","","175,068","Concentration: (0-<=10)"
"06","California","06067","Sacramento","1999","2%","","23,082","Concentration: (>10)"
"06","California","06067","Sacramento","1999","84%","","1,009,003","Concentration: (not-detected)"
"06","California","06067","Sacramento","2000","5%","","46,014","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2000","0%","","0","Concentration: (>10)"
"06","California","06067","Sacramento","2000","95%","","918,325","Concentration: (not-detected)"
"06","California","06067","Sacramento","2001","5%","","47,569","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2001","5%","","54,577","Concentration: (>10)"
"06","California","06067","Sacramento","2001","90%","","926,307","Concentration: (not-detected)"
"06","California","06067","Sacramento","2002","5%","","45,895","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2002","20%","","189,575","Concentration: (>10)"
"06","California","06067","Sacramento","2002","75%","","711,838","Concentration: (not-detected)"
"06","California","06067","Sacramento","2003","13%","","129,673","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2003","21%","","204,609","Concentration: (>10)"
"06","California","06067","Sacramento","2003","66%","","657,589","Concentration: (not-detected)"
"06","California","06067","Sacramento","2004","31%","","388,104","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2004","15%","","189,908","Concentration: (>10)"
"06","California","06067","Sacramento","2004","53%","","660,548","Concentration: (not-detected)"
"06","California","06067","Sacramento","2005","34%","","425,339","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2005","16%","","203,203","Concentration: (>10)"
"06","California","06067","Sacramento","2005","49%","","604,839","Concentration: (not-detected)"
"06","California","06067","Sacramento","2006","19%","","255,955","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2006","14%","","189,895","Concentration: (>10)"
"06","California","06067","Sacramento","2006","68%","","935,251","Concentration: (not-detected)"
"06","California","06067","Sacramento","2007","54%","","388,427","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2007","32%","","231,421","Concentration: (>10)"
"06","California","06067","Sacramento","2007","14%","","102,781","Concentration: (not-detected)"
"06","California","06067","Sacramento","2008","18%","","74,585","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2008","56%","","228,751","Concentration: (>10)"
"06","California","06067","Sacramento","2008","26%","","107,412","Concentration: (not-detected)"
"06","California","06067","Sacramento","2009","18%","","153,064","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2009","25%","","214,815","Concentration: (>10)"
"06","California","06067","Sacramento","2009","56%","","477,690","Concentration: (not-detected)"
"06","California","06067","Sacramento","2010","9%","","59,057","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2010","31%","","213,167","Concentration: (>10)"
"06","California","06067","Sacramento","2010","60%","","408,967","Concentration: (not-detected)"
"06","California","06067","Sacramento","2011","65%","","234,462","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2011","13%","","46,359","Concentration: (>10)"
"06","California","06067","Sacramento","2011","22%","","78,107","Concentration: (not-detected)"
"06","California","06067","Sacramento","2012","18%","","210,778","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2012","17%","","193,445","Concentration: (>10)"
"06","California","06067","Sacramento","2012","65%","","762,434","Concentration: (not-detected)"
"06","California","06067","Sacramento","2013","34%","","363,013","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2013","2%","","17,346","Concentration: (>10)"
"06","California","06067","Sacramento","2013","64%","","677,129","Concentration: (not-detected)"
"06","California","06067","Sacramento","2014","42%","","457,210","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2014","2%","","27,035","Concentration: (>10)"
"06","California","06067","Sacramento","2014","56%","","606,556","Concentration: (not-detected)"
"06","California","06067","Sacramento","2015","17%","","178,780","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2015","3%","","27,096","Concentration: (>10)"
"06","California","06067","Sacramento","2015","80%","","826,025","Concentration: (not-detected)"
"06","California","06067","Sacramento","2016","7%","","66,762","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2016","5%","","49,002","Concentration: (>10)"
"06","California","06067","Sacramento","2016","88%","","844,498","Concentration: (not-detected)"
"06","California","06067","Sacramento","2017","28%","","288,842","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2017","15%","","152,594","Concentration: (>10)"
"06","California","06067","Sacramento","2017","58%","","600,154","Concentration: (not-detected)"
"06","California","06067","Sacramento","2018","19%","","233,079","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2018","2%","","27,797","Concentration: (>10)"
"06","California","06067","Sacramento","2018","79%","","994,822","Concentration: (not-detected)"
"06","California","06067","Sacramento","2019","34%","","325,658","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2019","2%","","18,284","Concentration: (>10)"
"06","California","06067","Sacramento","2019","64%","","612,593","Concentration: (not-detected)"
"06","California","06067","Sacramento","2020","38%","","440,964","Concentration: (0-<=10)"
"06","California","06067","Sacramento","2020","5%","","54,128","Concentration: (>10)"
"06","California","06067","Sacramento","2020","58%","","675,131","Concentration: (not-detected)"
"06","California","06069","San Benito","1999","84%","","23,178","Concentration: (0-<=10)"
"06","California","06069","San Benito","1999","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","1999","16%","","4,505","Concentration: (not-detected)"
"06","California","06069","San Benito","2000","99%","","17,483","Concentration: (0-<=10)"
"06","California","06069","San Benito","2000","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2000","1%","","225","Concentration: (not-detected)"
"06","California","06069","San Benito","2001","56%","","2,977","Concentration: (0-<=10)"
"06","California","06069","San Benito","2001","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2001","44%","","2,322","Concentration: (not-detected)"
"06","California","06069","San Benito","2002","84%","","23,112","Concentration: (0-<=10)"
"06","California","06069","San Benito","2002","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2002","16%","","4,470","Concentration: (not-detected)"
"06","California","06069","San Benito","2003","99%","","20,262","Concentration: (0-<=10)"
"06","California","06069","San Benito","2003","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2003","1%","","138","Concentration: (not-detected)"
"06","California","06069","San Benito","2004","29%","","265","Concentration: (0-<=10)"
"06","California","06069","San Benito","2004","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2004","71%","","643","Concentration: (not-detected)"
"06","California","06069","San Benito","2005","81%","","22,862","Concentration: (0-<=10)"
"06","California","06069","San Benito","2005","0%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2005","19%","","5,276","Concentration: (not-detected)"
"06","California","06069","San Benito","2006","99%","","20,116","Concentration: (0-<=10)"
"06","California","06069","San Benito","2006","0%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2006","1%","","142","Concentration: (not-detected)"
"06","California","06069","San Benito","2007","30%","","890","Concentration: (0-<=10)"
"06","California","06069","San Benito","2007","1%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2007","69%","","2,026","Concentration: (not-detected)"
"06","California","06069","San Benito","2008","95%","","42,762","Concentration: (0-<=10)"
"06","California","06069","San Benito","2008","0%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2008","5%","","2,345","Concentration: (not-detected)"
"06","California","06069","San Benito","2009","99%","","20,019","Concentration: (0-<=10)"
"06","California","06069","San Benito","2009","0%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2009","1%","","149","Concentration: (not-detected)"
"06","California","06069","San Benito","2010","91%","","17,396","Concentration: (0-<=10)"
"06","California","06069","San Benito","2010","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2010","9%","","1,661","Concentration: (not-detected)"
"06","California","06069","San Benito","2011","94%","","42,742","Concentration: (0-<=10)"
"06","California","06069","San Benito","2011","0%","","30","Concentration: (>10)"
"06","California","06069","San Benito","2011","5%","","2,475","Concentration: (not-detected)"
"06","California","06069","San Benito","2012","94%","","2,854","Concentration: (0-<=10)"
"06","California","06069","San Benito","2012","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2012","6%","","179","Concentration: (not-detected)"
"06","California","06069","San Benito","2013","75%","","440","Concentration: (0-<=10)"
"06","California","06069","San Benito","2013","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2013","25%","","145","Concentration: (not-detected)"
"06","California","06069","San Benito","2014","61%","","539","Concentration: (0-<=10)"
"06","California","06069","San Benito","2014","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2014","39%","","340","Concentration: (not-detected)"
"06","California","06069","San Benito","2015","13%","","44","Concentration: (0-<=10)"
"06","California","06069","San Benito","2015","11%","","38","Concentration: (>10)"
"06","California","06069","San Benito","2015","75%","","252","Concentration: (not-detected)"
"06","California","06069","San Benito","2016","100%","","585","Concentration: (0-<=10)"
"06","California","06069","San Benito","2016","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2016","0%","","0","Concentration: (not-detected)"
"06","California","06069","San Benito","2017","35%","","237","Concentration: (0-<=10)"
"06","California","06069","San Benito","2017","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2017","65%","","442","Concentration: (not-detected)"
"06","California","06069","San Benito","2018","80%","","252","Concentration: (0-<=10)"
"06","California","06069","San Benito","2018","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2018","20%","","63","Concentration: (not-detected)"
"06","California","06069","San Benito","2019","96%","","604","Concentration: (0-<=10)"
"06","California","06069","San Benito","2019","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2019","4%","","25","Concentration: (not-detected)"
"06","California","06069","San Benito","2020","93%","","345","Concentration: (0-<=10)"
"06","California","06069","San Benito","2020","0%","","0","Concentration: (>10)"
"06","California","06069","San Benito","2020","7%","","25","Concentration: (not-detected)"
"06","California","06071","San Bernardino","1999","23%","","272,250","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","1999","0%","","5,632","Concentration: (>10)"
"06","California","06071","San Bernardino","1999","76%","","892,627","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2000","73%","","952,776","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2000","0%","","0","Concentration: (>10)"
"06","California","06071","San Bernardino","2000","27%","","345,446","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2001","82%","","909,364","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2001","0%","","625","Concentration: (>10)"
"06","California","06071","San Bernardino","2001","18%","","195,498","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2002","39%","","483,389","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2002","7%","","80,391","Concentration: (>10)"
"06","California","06071","San Bernardino","2002","54%","","663,962","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2003","81%","","757,805","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2003","9%","","79,720","Concentration: (>10)"
"06","California","06071","San Bernardino","2003","10%","","94,475","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2004","30%","","259,578","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2004","9%","","80,196","Concentration: (>10)"
"06","California","06071","San Bernardino","2004","60%","","513,959","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2005","36%","","464,706","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2005","0%","","625","Concentration: (>10)"
"06","California","06071","San Bernardino","2005","64%","","820,665","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2006","0%","","2,905","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2006","4%","","23,871","Concentration: (>10)"
"06","California","06071","San Bernardino","2006","96%","","583,519","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2007","38%","","447,044","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2007","12%","","144,524","Concentration: (>10)"
"06","California","06071","San Bernardino","2007","49%","","570,592","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2008","23%","","356,947","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2008","17%","","263,251","Concentration: (>10)"
"06","California","06071","San Bernardino","2008","60%","","935,812","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2009","53%","","641,993","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2009","12%","","145,124","Concentration: (>10)"
"06","California","06071","San Bernardino","2009","36%","","435,056","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2010","43%","","638,264","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2010","11%","","162,624","Concentration: (>10)"
"06","California","06071","San Bernardino","2010","46%","","674,558","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2011","44%","","636,856","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2011","11%","","162,148","Concentration: (>10)"
"06","California","06071","San Bernardino","2011","45%","","644,451","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2012","42%","","579,648","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2012","16%","","223,619","Concentration: (>10)"
"06","California","06071","San Bernardino","2012","41%","","567,076","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2013","36%","","464,803","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2013","11%","","147,163","Concentration: (>10)"
"06","California","06071","San Bernardino","2013","53%","","685,262","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2014","18%","","213,397","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2014","17%","","208,065","Concentration: (>10)"
"06","California","06071","San Bernardino","2014","65%","","793,144","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2015","31%","","392,794","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2015","15%","","189,853","Concentration: (>10)"
"06","California","06071","San Bernardino","2015","53%","","665,361","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2016","54%","","714,405","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2016","10%","","128,344","Concentration: (>10)"
"06","California","06071","San Bernardino","2016","36%","","480,130","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2017","35%","","731,045","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2017","6%","","126,344","Concentration: (>10)"
"06","California","06071","San Bernardino","2017","59%","","1,252,429","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2018","33%","","408,516","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2018","10%","","127,344","Concentration: (>10)"
"06","California","06071","San Bernardino","2018","57%","","708,258","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2019","30%","","396,364","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2019","0%","","2,549","Concentration: (>10)"
"06","California","06071","San Bernardino","2019","70%","","938,411","Concentration: (not-detected)"
"06","California","06071","San Bernardino","2020","29%","","370,697","Concentration: (0-<=10)"
"06","California","06071","San Bernardino","2020","10%","","126,577","Concentration: (>10)"
"06","California","06071","San Bernardino","2020","61%","","780,111","Concentration: (not-detected)"
"06","California","06073","San Diego","1999","16%","","339,612","Concentration: (0-<=10)"
"06","California","06073","San Diego","1999","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","1999","84%","","1,810,669","Concentration: (not-detected)"
"06","California","06073","San Diego","2000","92%","","2,191,780","Concentration: (0-<=10)"
"06","California","06073","San Diego","2000","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2000","8%","","191,560","Concentration: (not-detected)"
"06","California","06073","San Diego","2001","30%","","722,432","Concentration: (0-<=10)"
"06","California","06073","San Diego","2001","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2001","70%","","1,712,838","Concentration: (not-detected)"
"06","California","06073","San Diego","2002","35%","","918,035","Concentration: (0-<=10)"
"06","California","06073","San Diego","2002","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2002","65%","","1,705,950","Concentration: (not-detected)"
"06","California","06073","San Diego","2003","9%","","514,120","Concentration: (0-<=10)"
"06","California","06073","San Diego","2003","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2003","91%","","5,172,942","Concentration: (not-detected)"
"06","California","06073","San Diego","2004","18%","","1,048,030","Concentration: (0-<=10)"
"06","California","06073","San Diego","2004","0%","","700","Concentration: (>10)"
"06","California","06073","San Diego","2004","82%","","4,663,292","Concentration: (not-detected)"
"06","California","06073","San Diego","2005","56%","","3,187,843","Concentration: (0-<=10)"
"06","California","06073","San Diego","2005","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2005","44%","","2,467,780","Concentration: (not-detected)"
"06","California","06073","San Diego","2006","1%","","84,781","Concentration: (0-<=10)"
"06","California","06073","San Diego","2006","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2006","99%","","5,621,397","Concentration: (not-detected)"
"06","California","06073","San Diego","2007","57%","","3,230,777","Concentration: (0-<=10)"
"06","California","06073","San Diego","2007","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2007","43%","","2,478,681","Concentration: (not-detected)"
"06","California","06073","San Diego","2008","57%","","3,318,030","Concentration: (0-<=10)"
"06","California","06073","San Diego","2008","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2008","43%","","2,461,391","Concentration: (not-detected)"
"06","California","06073","San Diego","2009","98%","","6,202,972","Concentration: (0-<=10)"
"06","California","06073","San Diego","2009","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2009","2%","","117,217","Concentration: (not-detected)"
"06","California","06073","San Diego","2010","61%","","3,840,703","Concentration: (0-<=10)"
"06","California","06073","San Diego","2010","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2010","39%","","2,479,866","Concentration: (not-detected)"
"06","California","06073","San Diego","2011","96%","","6,079,610","Concentration: (0-<=10)"
"06","California","06073","San Diego","2011","0%","","1,964","Concentration: (>10)"
"06","California","06073","San Diego","2011","4%","","241,661","Concentration: (not-detected)"
"06","California","06073","San Diego","2012","2%","","140,592","Concentration: (0-<=10)"
"06","California","06073","San Diego","2012","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2012","98%","","5,999,874","Concentration: (not-detected)"
"06","California","06073","San Diego","2013","7%","","138,635","Concentration: (0-<=10)"
"06","California","06073","San Diego","2013","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2013","93%","","1,760,207","Concentration: (not-detected)"
"06","California","06073","San Diego","2014","17%","","393,973","Concentration: (0-<=10)"
"06","California","06073","San Diego","2014","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2014","83%","","1,948,255","Concentration: (not-detected)"
"06","California","06073","San Diego","2015","13%","","272,268","Concentration: (0-<=10)"
"06","California","06073","San Diego","2015","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2015","87%","","1,893,511","Concentration: (not-detected)"
"06","California","06073","San Diego","2016","31%","","770,098","Concentration: (0-<=10)"
"06","California","06073","San Diego","2016","0%","","1,702","Concentration: (>10)"
"06","California","06073","San Diego","2016","69%","","1,711,167","Concentration: (not-detected)"
"06","California","06073","San Diego","2017","8%","","176,427","Concentration: (0-<=10)"
"06","California","06073","San Diego","2017","0%","","0","Concentration: (>10)"
"06","California","06073","San Diego","2017","92%","","2,156,768","Concentration: (not-detected)"
"06","California","06073","San Diego","2018","18%","","421,194","Concentration: (0-<=10)"
"06","California","06073","San Diego","2018","0%","","200","Concentration: (>10)"
"06","California","06073","San Diego","2018","82%","","1,905,224","Concentration: (not-detected)"
"06","California","06073","San Diego","2019","6%","","149,163","Concentration: (0-<=10)"
"06","California","06073","San Diego","2019","0%","","200","Concentration: (>10)"
"06","California","06073","San Diego","2019","94%","","2,205,391","Concentration: (not-detected)"
"06","California","06073","San Diego","2020","3%","","58,487","Concentration: (0-<=10)"
"06","California","06073","San Diego","2020","0%","","200","Concentration: (>10)"
"06","California","06073","San Diego","2020","97%","","2,237,901","Concentration: (not-detected)"
"06","California","06075","San Francisco","1999","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","1999","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","1999","100%","","107,023","Concentration: (not-detected)"
"06","California","06075","San Francisco","2000","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2000","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2000","100%","","107,023","Concentration: (not-detected)"
"06","California","06075","San Francisco","2001","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2001","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2001","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2002","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2002","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2002","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2003","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2003","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2003","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2004","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2004","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2004","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2005","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2005","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2005","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2006","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2006","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2006","100%","","909,673","Concentration: (not-detected)"
"06","California","06075","San Francisco","2007","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2007","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2007","100%","","909,823","Concentration: (not-detected)"
"06","California","06075","San Francisco","2008","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2008","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2008","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2009","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2009","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2009","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2010","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2010","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2010","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2011","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2011","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2011","100%","","912,223","Concentration: (not-detected)"
"06","California","06075","San Francisco","2012","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2012","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2012","100%","","909,823","Concentration: (not-detected)"
"06","California","06075","San Francisco","2013","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2013","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2013","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2014","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2014","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2014","100%","","750","Concentration: (not-detected)"
"06","California","06075","San Francisco","2015","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2015","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2015","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2016","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2016","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2016","100%","","838,192","Concentration: (not-detected)"
"06","California","06075","San Francisco","2017","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2017","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2017","100%","","838,192","Concentration: (not-detected)"
"06","California","06075","San Francisco","2018","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2018","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2018","100%","","885,113","Concentration: (not-detected)"
"06","California","06075","San Francisco","2019","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2019","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2019","100%","","600","Concentration: (not-detected)"
"06","California","06075","San Francisco","2020","0%","","0","Concentration: (0-<=10)"
"06","California","06075","San Francisco","2020","0%","","0","Concentration: (>10)"
"06","California","06075","San Francisco","2020","100%","","600","Concentration: (not-detected)"
"06","California","06077","San Joaquin","1999","15%","","65,971","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","1999","1%","","3,640","Concentration: (>10)"
"06","California","06077","San Joaquin","1999","84%","","364,025","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2000","33%","","175,827","Concentration: (0-<=10)"
"06","California","06077","San Joaquin","2000","0%","","0","Concentration: (>10)"
"06","California","06077","San Joaquin","2000","67%","","363,075","Concentration: (not-detected)"
"06","California","06077","San Joaquin","2001","29%","","154,661","Concentration: (0-<=10)"
